dist,h_dist,v_dist,avgPower,avgSnr,avg_pl,aod_theta,aoa_theta,aoa_phi,pitch,yaw,roll,vel_x,vel_y,vel_z,speed,avg_pl_rolling,avg_pl_ewma,used_freq
33.2453,31.076143,11.812,0.6496915,-6.037277441822522,69.97862108847609,1.1662537099336838,-1.9753421617235905,-0.469027784523351,-0.0029532685875892,0.0673700347542762,-0.063930258154869,0.0,0.0,0.01,0.01,,69.97862108847609,3211.49057
33.247078,31.076143,11.817,0.6042333,-6.291003573596166,70.02407925994365,1.1662537099336838,-1.9753421617235905,-0.4690761141434345,-0.0029475451447069,0.0673654526472091,-0.0638632327318191,0.0,0.0,0.01,0.01,,70.0038756281803,3228.9511
33.24459,31.076143,11.81,0.7119348,-6.35596801480578,69.91637782725206,1.1662537099336838,-1.9753421617235905,-0.4690084483376635,-0.0027938580606132,0.0675272345542907,-0.0639856532216072,0.0,0.0,0.01,0.01,,69.9680158737015,3394.26471
33.249565,31.076143,11.824,0.7077108,-6.44041033498639,69.92060177555132,1.1662537099336838,-1.9753421617235905,-0.4691437495604162,-0.0028580806683748,0.0675384476780891,-0.0640348419547081,0.0,0.0,0.01,0.01,,69.95195418733626,3201.4285
33.256683,31.076143,11.844,0.602507,-6.399636235994494,70.0258056108413,1.1662537099336838,-1.9753421617235905,-0.469336826195581,-0.0029925564303994,0.067468486726284,-0.0640494003891944,0.0,0.0,0.01,0.01,,69.97392331617522,3549.79413
33.259533,31.076143,11.852,0.7099703,-6.67832965886098,69.9183423148324,1.1662537099336838,-1.9753421617235905,-0.4694139874407536,-0.003103797789663,0.067485474050045,-0.0640508830547332,0.0,0.0,0.01,0.01,,69.95885777456742,3149.6181
33.265953,31.076143,11.87,0.6526677,-6.793939502814953,69.97564488170404,1.1662537099336838,-1.9753421617235905,-0.4695874552838724,-0.0032641156576573,0.0675518587231636,-0.0640990436077117,0.0,0.0,0.02,0.02,,69.96310614354444,3459.65445
33.26259,31.071777,11.872,0.7897392,-6.835964536557928,69.83857338621497,1.1665819753777855,-1.9750138962794928,-0.4694406238684575,-0.0032419848721474,0.0676064640283584,-0.0641953498125076,0.0,0.0,0.01,0.01,,69.93317858011915,3065.3141
33.262943,31.071777,11.873,0.6864867,-7.047819223655459,69.94182588409545,1.1665819753777855,-1.9750138962794928,-0.4694502579005839,-0.0033481402788311,0.0674359202384948,-0.0643737167119979,0.0,0.0,0.01,0.01,,69.93517615023717,3213.7254
33.262943,31.071777,11.873,0.5750964,-7.133931411238457,70.05321616301548,1.1665819753777855,-1.9750138962794928,-0.4694502579005839,-0.0034176756162196,0.0672271102666854,-0.0643627792596817,0.0,0.0,0.01,0.01,69.95930881919267,69.96162396531285,3645.551031
33.26223,31.071777,11.871,0.74115664,-7.151194853492456,69.88715596748892,1.1665819753777855,-1.9750138962794928,-0.469430989203032,-0.0035020655486732,0.0673399120569229,-0.0643389299511909,0.0,0.0,0.01,0.01,69.95016230709396,69.94533079289435,3288.85233
33.268932,31.080095,11.868,0.7518276,-7.036327080919034,69.87648501858645,1.1666964633927093,-1.9748994092837184,-0.4693079152018449,-0.0034631798043847,0.0674471408128738,-0.0643533766269683,0.0,-0.01,0.01,0.0141421356237309,69.93540288295824,69.93054560785329,3389.90611
33.271427,31.080095,11.875,0.73860294,-6.920132734181466,69.88970969195289,1.1666964633927093,-1.9748994092837184,-0.4693753626611932,-0.0032921754755079,0.0675692558288574,-0.0644526109099388,0.0,-0.01,0.0,0.01,69.93273606942833,69.92190330928487,3632.102301
33.27357,31.080095,11.881,0.78932035,-6.998269315220554,69.8389922651154,1.1666964633927093,-1.9748994092837184,-0.4694331506299569,-0.0033335522748529,0.0675276890397071,-0.0644165500998497,0.0,-0.01,0.0,0.01,69.92457511838472,69.90455825698339,3164.4262
